ID	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_HYPOXIA	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_MITOTIC_SPINDLE	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_DNA_REPAIR	HALLMARK_G2M_CHECKPOINT	HALLMARK_APOPTOSIS	HALLMARK_NOTCH_SIGNALING	HALLMARK_ADIPOGENESIS	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_MYOGENESIS	HALLMARK_PROTEIN_SECRETION	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_SURFACE	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_COMPLEMENT	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_MTORC1_SIGNALING	HALLMARK_E2F_TARGETS	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_GLYCOLYSIS	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_P53_PATHWAY	HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_DN	HALLMARK_ANGIOGENESIS	HALLMARK_HEME_METABOLISM	HALLMARK_COAGULATION	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_PEROXISOME	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_SPERMATOGENESIS	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_PANCREAS_BETA_CELLS
TCGA-A1-A0SP-01A	0.637870464	0.60759825	0.691769815	0.661791489	0.571799931	0.738498545	0.506347385	0.742516837	0.773579475	0.697638743	0.656514916	0.676609558	0.558180783	0.593428077	0.675780417	0.424868829	0.750135906	0.635041361	0.580778918	0.532696822	0.438119634	0.381497564	0.516313699	0.780784918	0.66178888	0.820937732	0.797373392	0.979500245	0.821936342	0.689243674	0.427014153	0.456889676	0.627165401	0.84054304	0.645826817	0.746635916	0.630727948	0.669688548	0.55884149	0.613243542	0.522156868	0.469414322	0.531630618	0.349272775	0.580728618	0.491595312	0.231445088	0.447065454	0.091940489	0.112177782
TCGA-A1-A0SQ-01A	0.53828494	0.601786656	0.71191247	0.599296081	0.45883751	0.674076753	0.42883999	0.728151977	0.623010314	0.65809823	0.59676979	0.706589259	0.714376999	0.658651114	0.732103701	0.426959009	0.788588091	0.580404083	0.495507061	0.511672046	0.457624487	0.379280656	0.474984257	0.763512322	0.645574182	0.776632602	0.638786685	0.899939769	0.706596232	0.604285044	0.32481821	0.469774401	0.642169087	0.840193833	0.635932066	0.716421371	0.615944713	0.600267864	0.576744793	0.606712855	0.535817069	0.461795567	0.469123897	0.403922335	0.630662472	0.377059053	0.160895507	0.36870066	0.072770608	0.173102104
TCGA-A2-A04N-01A	0.584479693	0.617961045	0.669238324	0.558313581	0.504204383	0.745460566	0.462693497	0.704492852	0.564830767	0.68935322	0.600855783	0.700697583	0.72725985	0.668981075	0.668698827	0.439990826	0.748850069	0.582066542	0.51467363	0.54763886	0.467409618	0.329315855	0.487003458	0.767417423	0.628408596	0.745051659	0.582851489	0.90321188	0.698490511	0.754473816	0.362762148	0.486471429	0.631642898	0.847892758	0.615282742	0.686648866	0.65029534	0.617221593	0.591571705	0.629876375	0.514108589	0.513118152	0.495667497	0.41937759	0.630866585	0.398541763	0.134915846	0.394939228	0.05619099	0.113745812
TCGA-A2-A04P-01A	0.697417646	0.635346207	0.694408147	0.591699402	0.449026402	0.680947247	0.562281293	0.737765042	0.694627317	0.69147779	0.562055023	0.672312479	0.527689958	0.554607508	0.630073714	0.438207411	0.710509103	0.744625569	0.662223249	0.513285704	0.433585535	0.311886079	0.533815302	0.77964029	0.635108777	0.784366009	0.714620679	0.929465459	0.752589226	0.681404342	0.46158719	0.457425726	0.588897173	0.837824788	0.64891755	0.729604299	0.637950967	0.654173333	0.535488673	0.601144237	0.496739849	0.482143188	0.552357471	0.321101907	0.587125745	0.520134753	0.186643724	0.463909572	0.095179053	0.058883103
TCGA-A2-A04Q-01A	0.683874465	0.610527042	0.645300527	0.60607879	0.547891306	0.701915417	0.639518927	0.724204534	0.693269296	0.731845406	0.643970456	0.682697083	0.560285839	0.559529539	0.670321787	0.413870108	0.738275636	0.823513849	0.778474136	0.53593141	0.510315831	0.323640368	0.606855655	0.77903316	0.659549743	0.7795531	0.704211192	0.943047746	0.747352029	0.715613581	0.533080606	0.473603673	0.592035896	0.835947837	0.616142819	0.768096653	0.654865536	0.640007604	0.561541929	0.616923101	0.519316875	0.526349511	0.607435265	0.350735281	0.587331943	0.676052416	0.153927123	0.496361567	0.06404978	0.098575594
TCGA-A2-A04R-01A	0.552025234	0.590774861	0.672615018	0.641440669	0.479430482	0.731856391	0.41076608	0.727999277	0.713352262	0.677584976	0.63017076	0.678954163	0.733212212	0.703188092	0.698554099	0.44339904	0.764318079	0.590921821	0.492948791	0.515365805	0.454989532	0.33228652	0.452611811	0.799062611	0.626534353	0.758385733	0.731578101	0.929946076	0.717585032	0.704347434	0.318921949	0.446406629	0.588531429	0.83563852	0.624759222	0.70360505	0.617766442	0.618083095	0.569170276	0.633761987	0.518494012	0.465177747	0.478568273	0.389119219	0.594744693	0.310642146	0.21010162	0.351260875	0.073570572	0.101203844
TCGA-A2-A04T-01A	0.573612406	0.585272893	0.636737343	0.672584715	0.536117212	0.700012419	0.508901635	0.744020185	0.794645797	0.66589251	0.589877648	0.676977221	0.524333765	0.538603888	0.641622987	0.422165402	0.743125288	0.638628287	0.597030208	0.547977304	0.40857341	0.333544889	0.512517674	0.794445444	0.653621092	0.79019825	0.820393189	0.977048454	0.785022354	0.637500088	0.414789642	0.436504409	0.57713216	0.842180647	0.596082195	0.709929369	0.616612372	0.668973535	0.554225597	0.554642147	0.518923083	0.446786176	0.520266236	0.329155221	0.560400861	0.522808301	0.194316472	0.413398819	0.100626768	0.135326483
TCGA-A2-A04U-01A	0.529306634	0.582832456	0.684717981	0.594527293	0.50816281	0.652553107	0.394128231	0.755278666	0.737709715	0.624651607	0.681264938	0.664684847	0.50969696	0.517591694	0.605309976	0.38907793	0.709593682	0.547107292	0.474127184	0.481107178	0.422059179	0.345747197	0.444821137	0.78226145	0.632373813	0.79762847	0.774898747	0.965938026	0.828980825	0.678499125	0.303913074	0.433960468	0.60398174	0.860369583	0.631163623	0.724446011	0.615860232	0.638163948	0.480297266	0.568685296	0.492469834	0.422999649	0.473538836	0.321898671	0.574172329	0.363595961	0.230710065	0.381645218	0.060969891	0.07168467
TCGA-A2-A04V-01A	0.579359048	0.610407069	0.656437045	0.599831837	0.500170693	0.738509668	0.489286424	0.728504772	0.655630239	0.680411632	0.572897792	0.709018774	0.660717041	0.642433088	0.663993085	0.452157475	0.723427989	0.628889051	0.541172713	0.532298471	0.441038828	0.338916564	0.494509074	0.768164448	0.635286367	0.723309529	0.66064742	0.923814335	0.694743772	0.74854831	0.385000797	0.467800027	0.621798413	0.84515071	0.607256689	0.686600364	0.62182387	0.640554365	0.596483882	0.614705761	0.516120683	0.494248776	0.49963057	0.365845981	0.599031916	0.409892408	0.146663256	0.402387627	0.039672054	0.152105198
TCGA-A2-A04W-01A	0.642770778	0.637449618	0.737507186	0.578396129	0.490969322	0.73708384	0.451645737	0.692249203	0.641502268	0.680476702	0.642728564	0.708985018	0.628729443	0.627713572	0.695373809	0.460838198	0.758598921	0.5721537	0.522749469	0.561888395	0.495265503	0.356120402	0.51587642	0.786520331	0.638780289	0.802198688	0.63955132	0.904769499	0.702026315	0.769270956	0.410861569	0.484546936	0.617734819	0.851301478	0.675123819	0.746464349	0.671109456	0.659599833	0.575227206	0.66555657	0.520574894	0.552206837	0.52525514	0.373786527	0.592425393	0.394036653	0.154780819	0.441790733	0.07898245	0.120505722
